GouldNumber,OriginalSubject,BaseFilename,FullFileName,Bird_1_GenusOnPiece,Bird_1_SpeciesOnPiece,Bird_1_CommonNameOnPiece,Bird_1_DateCreated,Bird_1_Medium,SubjectNote,Support,Artists-original,Artists,NamedArtists-original,NamedArtists,Book-ed,Book,Edition,Part,PlateNumber,SecondBook,SecondPart,SecondPlateNumber,PublicationNote,OriginalNoteworthyNote,OriginalNote,ArtistNote,GeneralNote,Size,ContentNote,PhysicalConditionNote,Bird_2_GenusOnPiece,Bird_2_SpeciesOnPiece,Bird_2_CommonNameOnPiece
891,Campylopterus rufus [?],ksrl_sc_gould_0891,ksrl_sc_gould_0891.tif,,,,,pencil and watercolor paint on paper,Campylopterus rufus ?,,G,JG,G;R,JG;R,HB_1,HB,1,2,50,,,,,,"Identification uncertain.  Rough layout drawing, minimally worked up by Richter.  [Curtis] 9-4733.  FS.","Rough layout drawing, minimally worked up by Richter.",,,Identification uncertain.    [Curtis] 9-4733.,Full sheet,,,
2138,Campylopterus rufus,ksrl_sc_gould_2138,ksrl_sc_gould_2138.tif,Campylopterus,rufus,,,,Campylopterus rufus,,,,G;R,JG;R,HB_1,HB,1,2,50,,,,,,Colored litho print.,,,,Colored litho print.,,,,
0162a,Campylopterus phainopeplus,ksrl_sc_gould_0162a,ksrl_sc_gould_0162.tif,Campylopterus,phainopeplus,,1885,"chalk, charcoal, and pastel on paper",Campylopterus phainopeplus,,G,JG,G;H,JG;H,HB_1,HB,1S,1,3,,,,,,"Very rough conceptual sketch; one of the three birds was positioned differently, erased, and moved; Botanical mag. 20-5476--Masdevallia civilis.  Reverse: uncolored litho of Sparganura glyceria (HB Supp: 39), apparently a proof, since the title printed from the stone is lettered very informally and without credits.  Sheet trimmed to ca. 49 x 30cm.",,See also image on other side.,49 x 30cm,"Very rough conceptual sketch; one of the three birds was positioned differently, erased, and moved; Botanical mag. 20-5476--Masdevallia civilis.",Sheet trimmed,,,
244,Campylopterus phainopeplus,ksrl_sc_gould_0244,ksrl_sc_gould_0244.tif,Campylopterus,phainopeplus,,1885,watercolor paint and crayon on paper,Campylopterus phainopeplus,,H,H,G;H,JG;H,HB_1,HB,1S,1,3,,,,,,"Advanced drawing; 3 birds colored almost to publication level.  C.p. title and ""Orchid - Mas-devallia civilis - Curtis B.M. 20-5476 at foot of sheet.  Very similar style to Gould 0243.  FS",Very similar style to Gould 0243.,,,"Advanced drawing; 3 birds colored almost to publication level.  Campylopterus phainopeplus title and ""Orchid - Mas-devallia civilis - Curtis B.M. 20-5476 at foot of sheet.",Full sheet,,,
115,Campylopterus lazulus,ksrl_sc_gould_0115,ksrl_sc_gould_0115.tif,Campylopterus,lazulus,,1856,pencil on paper,Campylopterus lazulus,,R,R,G;R,JG;R,HB_1,HB,1,2,44,,,,,,"Layout drawing, birds well finished; corrections; ""trace this""--applied to one of 3 birds; [Curtis] 65-3693; 2 small sketches of human heads in margin.  FS",,,,"Layout drawing, birds well finished; corrections; ""trace this""--applied to one of 3 birds; [Curtis] 65-3693; 2 small sketches of human heads in margin.",Full sheet,,,
2137,Campylopterus lazulus,ksrl_sc_gould_2137,ksrl_sc_gould_2137.tif,Campylopterus,lazulus,,,,Campylopterus lazulus,,,,G;R,JG;R,HB_1,HB,1,2,44,,,,,,Colored litho print.,,,,Colored litho print.,,,,
2136,Campylopterus hyperythrus,ksrl_sc_gould_2136,ksrl_sc_gould_2136.tif,Campylopterus,hyperythrus,,,,Campylopterus hyperythrus,,,,G;R,JG;R,HB_1,HB,1,2,51,,,,,,Colored litho print.,,,,Colored litho print.,,,,
2135,Campylopterus ensipennis,ksrl_sc_gould_2135,ksrl_sc_gould_2135.tif,Campylopterus,ensipennis,,,,Campylopterus ensipennis,,,,G;R,JG;R,HB_1,HB,1,2,46,,,,,,Colored litho print.,,,,Colored litho print.,,,,
2134,Campylopterus delattrei,ksrl_sc_gould_2134,ksrl_sc_gould_2134.tif,Campylopterus,delattrei,,,,Campylopterus delattrei,,,,G;R,JG;R,HB_1,HB,1,2,45,,,,,,Colored litho print.,,,,Colored litho print.,,,,
1803,Campephaga strenua,ksrl_sc_gould_1803,ksrl_sc_gould_1803.tif,Campephaga,strenua,,1884,pencil on paper,Campephaga strenua,tissue,H,H,G;H,JG;H,NG_1,NG,1,2,3,,,,,,Drawing on tissue.  Various changes and correcting marks.,,Graphited on other side.,,Drawing on tissue.  The image shows various changes and correcting marks.,,,,
1933,Campephaga strenua,ksrl_sc_gould_1933,ksrl_sc_gould_1933.tif,Campephaga,strenua,,1876,pencil on paper,Campephaga strenua,tissue,H,H,G;H,JG;H,NG_1,NG,1,2,3,,,,,,Tracing on tissue; graphited on reverse.,,Graphited on other side.,,Tracing on tissue.,,,,
1310,Campephaga karu,ksrl_sc_gould_1310,ksrl_sc_gould_1310.tif,Campephaga,karu,,1846,"pencil, chalk, charcoal, and pastel on paper",Campephaga karu,,R,R,G;R,JG;R,AU_1,AU,1,2,61,,,,,,Birds well drawn in part; drawing mounted on standard leaf; Gould's work to be seen in the lower bird and background. Reverse of drawing: uncolored litho print of Ephema aurantia.  See general notes at Gould 1287.,Gould's work to be seen in the lower bird and background.,See General Notes at Gould 1287. Uncolored litho print of Ephema aurantia on other side.,,Birds well drawn in part.,Mounted on standard leaf.,,,
1416a,Calytorhynchus [Calyptorhynchus] xanthonotus,ksrl_sc_gould_1416a,ksrl_sc_gould_1416.tif,Calyptorhynchus,xanthonotus,,1847,pencil on paper,Calytorhynchus [Calyptorhynchus] xanthonotus,,R,R,G;R,JG;R,AU_1,AU,1,5,12,,,,,,Birds quite well finished; pencil markings for needed changes.  Reverse: uncolored litho print of Pitta vigorsii.  See general notes at Gould 1287.,,See General Notes at Gould 1287 and 1410a. See also image on other side.,,Birds quite well finished; pencil markings for needed changes.,,,,
209,Calyptorhynchus naso or leachii?,ksrl_sc_gould_0209,ksrl_sc_gould_0209.tif,Calyptorhynchus,naso or leachii,,1847; 1847,pencil and watercolor paint on paper,Calyptorhynchus naso or leachii?,,R[?],R[?],G;R,JG;R,AU_1,AU,1,5,"9,10",,,,,,"Small sheet of lighter paper [ca. 36 x 25cm), torn in two; bird does not match either print; birds and branch cut out and pasted on.  A cutout figure is more difficult to identify, but this does not look like the work of the Gould atelier.","A cutout figure is more difficult to identify, but this does not look like the work of the Gould atelier.",,36 x 25cm,Bird does not match prints of Calyptorhynchus naso or Calyptorhynchus leachii; birds and branch cut out and pasted on.,"Small sheet of lighter paper, torn in two",,,
211,Calyptorhynchus naso or leachii,ksrl_sc_gould_0211,ksrl_sc_gould_0211.tif,Calyptorhynchus,naso or leachii,,1847; 1847,pencil and watercolor paint on paper,Calyptorhynchus naso or leachii,,R[?],R[?],G;R,JG;R,AU_1,AU,1,5,"9,10",,,,,,"Small sheet of lighter paper (14-1/2 x 9-1/2"").   2 cockatoos (Banksian?) on branch, and beak study, all pasted on; do not match print, in fact proportion of head to body seems wrong, as did those of Gould 209 and 210.",,,"14.5 x 9.5""","2 cockatoos (Banksian?) on branch, and beak study, all pasted on; do not match print of these species, in fact proportion of head to body seems wrong, as did those of Gould 209 and 210.",Small sheet of lighter paper,,,
1412a,Calyptorhynchus naso,ksrl_sc_gould_1412a,ksrl_sc_gould_1412.tif,Calyptorhynchus,naso,,1847,pencil on paper,Calyptorhynchus naso,,R,R,G;R,JG;R,AU_1,AU,1,5,9,,,,,,"Strong drawing, the male head fairly well finished; the drawing fills the sheet (48cm) and Gould adds note, ""this bird better than 1/2 inch shorter and kept under in size.""  Reverse: uncolored litho print of Pitta vigorsii.  See general notes at Gould 1287.",,See General Notes at Gould 1287 and 1410a. See also image on other side.,,"Strong drawing, the male head fairly well finished; the drawing fills the sheet (48cm) and Gould adds note, ""this bird better than 1/2 inch shorter and kept under in size.""",,,,
1410a,Calyptorhynchus macrorhynchus,ksrl_sc_gould_1410a,ksrl_sc_gould_1410.tif,Calyptorhynchus,macrorhynchus,,1847,"pencil, chalk, charcoal, and pastel on paper",Calyptorhynchus macrorhynchus,,G,JG,G;R,JG;R,AU_1,AU,1,5,8,,,,,,"Sheet larger than volume, folded up 2"" at bottom; traced with sharp instrument, cut through in places; very rough pencil and pastel layout sketch; pose of male bird's head retained approximately in published plate, while a new female head has been sketched over the color, and used in the plate; at foot of drawing ""5 - 7,""  but there seems no question that this is B. of A. V: 8 rather than V:7.  Reverse: uncolored litho print of Pitta vigorsii.  Gould 1410-1523 bear blank labels, and pencil notes in the form ""5-85"" for volume and plate citation.  See general notes at Gould 1287.",,"First drawing in the second of two volumes of the Jardine Albums. Gould 1410-1523 bear blank labels, and pencil notes in the form ""5-85"" for volume and plate citation.  See General Notes at Gould 1287. See also image on other side.",,"Very rough pencil and pastel layout sketch; pose of male bird's head retained approximately in published plate, while a new female head has been sketched over the color, and used in the plate; at foot of drawing ""5 - 7,""  but there seems no question that this is Birds of Asia V: 8 rather than V:7.","Sheet larger than volume, folded up 2"" at bottom; traced with sharp instrument, cut through in places",,,
1411,Calyptorhynchus macrorhynchus,ksrl_sc_gould_1411,ksrl_sc_gould_1411.tif,Calyptorhynchus,macrorhynchus,,1847,"pencil, chalk, charcoal, and pastel on paper",Calyptorhynchus macrorhynchus,,R,R,G;R,JG;R,AU_1,AU,1,5,8,,,,,,"Sketch following Gould 1410, and incorporating the changed female head, as does the published plate.    See general notes at Gould 1287.",,See General Notes at Gould 1287 and 1410a.,,"Sketch following Gould 1410a, and incorporating the changed female head, as does the published plate. Note ""5-8"" at foot indicates correct volume and plate.",Made up to standard size with added pieces of paper.,,,
1413a,Calyptorhynchus leachii,ksrl_sc_gould_1413a,ksrl_sc_gould_1413.tif,Calyptorhynchus,leachii,,1847,pencil on paper,Calyptorhynchus leachii,,R,R,G;R,JG;R,AU_1,AU,1,5,10,,,,,,"Sheet patched at one corner, and the drawing extended on to it; birds quite well finished.  Reverse: uncolored litho print of Pitta vigorsii.  See general notes at Gould 1287.",,See General Notes at Gould 1287 and 1410a. See also image on other side.,,Drawing extends onto patch in lower right corner; birds quite well finished.,Sheet patched at two corners.,,,
1414a,Calyptorhynchus funereus,ksrl_sc_gould_1414a,ksrl_sc_gould_1414.tif,Calyptorhynchus,funereus,,1846,pencil on paper,Calyptorhynchus funereus,,R,R,G;R,JG;R,AU_1,AU,1,5,11,,,,,,"Bird quite well drawn, head more finished; needed corrections indicated with inked lines; note calling for larger bill; detail sketch of bill in margin.  Reverse: uncolored litho print of Pitta vigorsii.  See general notes at Gould 1287.",,See General Notes at Gould 1287 and 1410a. See also image on other side.,,"Bird quite well drawn, head more finished; needed corrections indicated with inked lines; note calling for larger bill; detail sketch of bill in margin.",,,,
1415a,Calyptorhynchus funereus,ksrl_sc_gould_1415a,ksrl_sc_gould_1415.tif,Calyptorhynchus,funereus,,1846,"pencil, chalk, charcoal, pastel, and crayon on paper",Calyptorhynchus funereus,,G,JG,G;R,JG;R,AU_1,AU,1,5,11,,,,,,"Very rough pencil drawing, with pastel coloring added, then further drawing in terracotta crayon, and in charcoal; deeply scored lines.  This must have been followed by Richter's Gould 1414, which is very close to the form and detail of the published plate.   Reverse: uncolored litho print of Pitta vigorsii.  See general notes at Gould 1287.",,See General Notes at Gould 1287 and 1410a. See also image on other side.,,"Very rough pencil drawing, with pastel coloring added, then further drawing in terracotta crayon, and in charcoal; deeply scored lines.  This must have been followed by Richter's Gould 1414a, which is very close to the form and detail of the published plate.",,,,
210,Calyptorhynchus funereus,ksrl_sc_gould_0210,ksrl_sc_gould_0210.tif,Calyptorhynchus,funereus,,1846,pencil and watercolor paint on paper,Calyptorhynchus funereus,,R[?],R[?],G;R,JG;R,AU_1,AU,1,5,11,,,,,,"Small sheet of lighter paper (ca. 29 x 22cm).  Bird, and beak study, both pasted on; do not match print, in fact proportion of head to body seems wrong, as did that of Gould 209.",,,29 x 22cm,"Small sheet of lighter paper (ca. 29 x 22cm).  Bird, and beak study, both pasted on; do not match print of Calyptorhynchus funereus, in fact proportion of head to body seems wrong, as did that of Gould 209.",Small sheet of lighter paper,,,
1417,Calyptorhynchus baudinii,ksrl_sc_gould_1417,ksrl_sc_gould_1417.tif,Calyptorhynchus,baudinii,,1846,pencil on paper,Calyptorhynchus baudinii,,R,R,G;R,JG;R,AU_1,AU,1,5,13,,,,,,Bird quite well finished.  See general notes at Gould 1287.,,See General Notes at Gould 1287 and 1410a.,,Bird quite well finished.,Added piece of paper in lower right corner makes leaf rectangular but less than standard width.,,,
1418a,Calyptorhynchus baudinii,ksrl_sc_gould_1418a,ksrl_sc_gould_1418.tif,Calyptorhynchus,baudinii,,1846,"pencil, chalk, charcoal, and pastel on paper",Calyptorhynchus baudinii,,G,JG,G;R,JG;R,AU_1,AU,1,5,13,,,,,,"Very rough pencil drawing, with pastel coloring added.  This must have been followed by Richter's Gould 1417, which is very close to the form and detail of the published plate.   Reverse: uncolored litho print of Pitta vigorsii.  See general notes at Gould 1287.",,See General Notes at Gould 1287 and 1410a. See also image on other side.,,"Very rough pencil drawing, with pastel coloring added.  This must have been followed by Richter's Gould 1417, which is very close to the form and detail of the published plate.",,,,
805,Calyptorhynchus [?],ksrl_sc_gould_0805,ksrl_sc_gould_0805.tif,,,,,pencil and ink on paper,Calyptorhynchus ?,,,,,,AU_1,,,,,,,,,,"2 pencil studies, with ink amendment, and 3 detail sketches of cockatoos; rather stiff and inexpert; have been heavily traced.  Unevenly torn paper, ca. 28 x 24cm.",,,28 x 24cm,"2 pencil studies, with ink amendment, and 3 detail sketches of cockatoos; rather stiff and inexpert; have been heavily traced.",Unevenly torn paper,,,
808,Calyptorhynchus,ksrl_sc_gould_0808,ksrl_sc_gould_0808.tif,,,,1846-1847,pencil on paper,Calyptorhynchus,,R,R,G;R,JG;R,AU_1,,,,,,,,,,"Gould 0808-0810 are head studies, on small, irregular pieces of paper (ca. 16 x 18cm) bearing fragments of sealing wax from being attached to other sheets.",,,16 x 18cm,Head study,"Small, irregular pieces of paper bearing fragments of sealing wax from being attached to other sheets",,,
809,Calyptorhynchus,ksrl_sc_gould_0809,ksrl_sc_gould_0809.tif,,,,1846-1847,pencil on paper,Calyptorhynchus,,R,R,G;R,JG;R,AU_1,,,,,,,,,,See Gould 0808.,,,16 x 18cm,Head study,"Small, irregular pieces of paper bearing fragments of sealing wax from being attached to other sheets",,,
810,Calyptorhynchus,ksrl_sc_gould_0810,ksrl_sc_gould_0810.tif,,,,1846-1847,pencil on paper,Calyptorhynchus,,R,R,G;R,JG;R,AU_1,,,,,,,,,,See Gould 0808.,,,16 x 18cm,Head study,"Small, irregular pieces of paper bearing fragments of sealing wax from being attached to other sheets",,,
812,Calyptorhynchus,ksrl_sc_gould_0812,ksrl_sc_gould_0812.tif,,,,,pencil on paper,Calyptorhynchus,,R[?],R[?],,,AU_1,,,,,,,,,,As Gould 0808-0810; see Gould 0808.,,,,Head study,"Small, irregular pieces of paper bearing fragments of sealing wax from being attached to other sheets",,,
183,Calypte annae,ksrl_sc_gould_0183,ksrl_sc_gould_0183.tif,Calypte,annae,,1856,pencil on paper,Calypte annae,,R,R,G;R,JG;R,HB_1,HB,1,3,135,,,,,,"Layout drawing, birds well finished; corrections; bird and plant detail sketches in margin; Curtis 80-4806--Ceanothus floribundus.  Title in pencil by Sotheran, bookseller.  FS",,,,"Layout drawing, birds well finished; corrections; bird and plant detail sketches in margin; Curtis 80-4806--Ceanothus floribundus. Title in pencil by Sotheran, bookseller.",Full sheet,,,
271,Calothrax yarrelli,ksrl_sc_gould_0271,ksrl_sc_gould_0271.tif,Calothrax,yarrelli,,1852,pencil and watercolor paint on paper,Calothrax yarrelli,,R,R,G;R,JG;R,HB_1,HB,1,3,152,,,,,,"Well-finished watercolor; ""Plant. Opuntia salmiana. Vide [Curtis] Bot. Mag. 76-4542.""  Title in pencil by Sotheran, bookseller.  Reverse: sketch of wall-panelling.  FS.",,Sketch of wall-panelling on other side.,,"Well-finished watercolor; ""Plant. Opuntia salmiana. Vide [Curtis] Bot. Mag. 76-4542."" Title in pencil by Sotheran, bookseller.",Full sheet,,,
0277b,Calothrax pulchra,ksrl_sc_gould_0277b,ksrl_sc_gould_0277v.tif,Calothrax,pulchra,,,crayon on paper,Calothrax pulchra,,,,,,,,,,,,,,,,"Preliminary sketch, color added.  Reverse: rough sketches of bird of paradise and others; small sketch of a display case.  Sheet trimmed to ca. 44cm.",,See also image on other side.,44cm,Rough sketches of bird of paradise and others; small sketch of a display case.,Sheet trimmed,,,
0277a,Calothrax pulchra,ksrl_sc_gould_0277a,ksrl_sc_gould_0277.tif,Calothrax,pulchra,,1860,pencil and watercolor paint on paper,Calothrax pulchra,,G,JG,G;R,JG;R,HB_1,HB,1,3,144,,,,,,"Preliminary sketch, color added.  Reverse: rough sketches of bird of paradise and others; small sketch of a display case.  Sheet trimmed to ca. 44cm.",,See also image on other side.,44cm,"Preliminary sketch, color added.",Sheet trimmed,,,
188,Calothrax cyanopogon,ksrl_sc_gould_0188,ksrl_sc_gould_0188.tif,Calothrax,cyanopogon,,1857,pencil on paper,Calothrax cyanopogon,,R,R,,,HB_1,HB,1,3,143,,,,,,"Layout drawing, birds well finished; corrections; ""3 Specimens""; [Curtis] 8-4642; large number 3.  Title in pencil by Sotheran, bookseller.  Sheet trimmed to ca. 41 x 36cm.",,,41 x 36cm,"Layout drawing, birds well finished; corrections; ""3 Specimens""; [Curtis] 8-4642; large number 3. Title in pencil by Sotheran, bookseller.",Sheet trimmed,,,
0898a,Calothorax micrurus,ksrl_sc_gould_0898a,ksrl_sc_gould_0898.tif,Calothorax,micrurus,,1854,pencil and watercolor paint on paper,Calothorax micrurus,,R,R,G;R,JG;R,HB_1,HB,1,3,148,,,,,,"Layout drawing, color added, birds not highly finished; at top of sheet: list of birds. Title in pencil by Sotheran, bookseller.  Reverse: uncolored litho print of Malurus lamberti.  FS.",,See also image on other side.,,"Layout drawing, color added, birds not highly finished; at top of sheet: list of birds. Title in pencil by Sotheran, bookseller.",Full sheet,,,
486,Calothorax micrurus,ksrl_sc_gould_0486,ksrl_sc_gould_0486.tif,Calothorax,micrurus,,1854,pencil and watercolor paint on paper,Calothorax micrurus,,R,R,G;R,JG;R,HB_1,HB,1,3,148,,,,,,"Layout sketch, color added, with the birds and some of the plant finely finished; notes.  41 x 27cm..",,,41 x 27cm,"Layout sketch, color added, with the birds and some of the plant finely finished; notes.",,,,
156,Calothorax fanny,ksrl_sc_gould_0156,ksrl_sc_gould_0156.tif,Calothorax,fanny,,1856,pencil on paper,Calothorax fanny,,R,R,G;R,JG;R,HB_1,HB,1,3,151,,,,,,"Layout drawing, birds well finished; corrections; note referring to plant: ""this is to be altered to Mr. ?Spence's 3635"" (it appears that the foliage here is in the process of change); ""Todleben"" (significance?  Todleben was a Russian general in the Crimean War, a year before publication of this plate.  [Curtis] 65-3635. FS, left lower corner torn off.",,,,"Layout drawing, birds well finished; corrections; note referring to plant: ""this is to be altered to Mr. ?Spence's 3635"" (it appears that the foliage here is in the process of change); ""Todleben"" (significance?  Todleben was a Russian general in the Crimean War, a year before publication of this plate.  [Curtis] 65-3635.","Full sheet, left lower corner torn off.",,,
163,Calothorax evelinae,ksrl_sc_gould_0163,ksrl_sc_gould_0163.tif,Calothorax,evelinae,,,pencil on paper,Calothorax evelinae,,R,R,G;R,JG;R,HB_1,HB,1,3,156,,,,,,"Layout drawing, birds well finished; corrections; in margins: monetary calculation, and sketch of insect (not related to this plate nor probably to any other in the corpus); [Curtis] 13-4983; large letter D.  Irregularly torn sheet, overall ca. 34 x 39cm.",,,34 x 39cm,"Layout drawing, birds well finished; corrections; in margins: monetary calculation, and sketch of insect (not related to this plate nor probably to any other in the corpus); [Curtis] 13-4983; large letter D.",Irregularly torn sheet,,,
1915,Calophasis ellioti,ksrl_sc_gould_1915,ksrl_sc_gould_1915.tif,Calophasis,ellioti,,1874 Ausust,pencil on paper,Calophasis ellioti,tissue,R,R,G;R,JG;R,AS_1,AS,1,7,23,,,,,,Drawing on tissue.,,,,Drawing on tissue.,,,,
0915b,Calodera maculata,ksrl_sc_gould_0915b,ksrl_sc_gould_0915v.tif,Calodera,maculata,,,,Calodera maculata,,,,,,,,,,,,,,,,"Layout drawing, somewhat rough but well composed. Title in pencil by Sotheran, bookseller.  Reverse: uncolored litho print of Calodera maculata.  FS.",,See also image on other side.,,Uncolored litho print of Calodera maculata,Full sheet,,,
0464b,Calodera maculata,ksrl_sc_gould_0464b,ksrl_sc_gould_0464v.tif,Calodera,maculata,,,,Calodera maculata,,,,,,,,,,,,,,,,"Layout sketch, in color, worked up by Richter; another pose of one of the heads sketched in.  Reverse: uncolored litho. print of Calodera maculata.  FS.",,See also image on other side.,,Uncolored litho print of Calodera maculata,Full sheet,,,
550,Calobates sulphurea (winter plumage),ksrl_sc_gould_0550,ksrl_sc_gould_0550.tif,Calobates,sulphurea,,1868,pencil on paper,Calobates sulphurea (winter plumage),,R,R,G;R,JG;R,GB_1,GB,1,3,7,,,,,,"Layout drawing, birds well finished; 2 birds replaced by cut transfer tissues attached with straight pins; the published plate incorporates the tissue adjustments; 4 notes on color and form; unrelated diagram marked ""Buck wheat"" in lower margin.  FS.",,,,"Layout drawing, birds well finished; 2 birds replaced by cut transfer tissues attached with straight pins; the published plate incorporates the tissue adjustments; 4 notes on color and form; unrelated diagram marked ""Buck wheat"" in lower margin.",Full sheet,,,
529,Calobates sulphurea (summer plumage),ksrl_sc_gould_0529,ksrl_sc_gould_0529.tif,Calobates,sulphurea,,1868,pencil on paper,Calobates sulphurea (summer plumage),,R,R,G;R,JG;R,GB_1,GB,1,3,6,,,,,,"Layout drawing, birds very finished; one body correction indicated, then crossed out.  Title in pencil by Sotheran, bookseller.    FS, with corner rectangle excised.",,,,"Layout drawing, birds very finished; one body correction indicated, then crossed out.  Title in pencil by Sotheran, bookseller.","Full sheet, corner rectangle excised",,,
66,Calobates sulphurea,ksrl_sc_gould_0066,ksrl_sc_gould_0066.tif,Calobates,sulphurea,,1868,pencil and watercolor paint on paper,Calobates sulphurea,,R,R,G;R,JG;R,GB_1,GB,1,3,"6, 7",,,,,Interesting case of a composition of one species used for 2 plates.,"5 birds and another pose in pencil; these were reduced to 4 in the published plate--the one omitted plus one of those used being copied for a different seasonal plumage in GB III: 7); birds very well finished by Richter.  Title in pencil by Sotheran, bookseller.  Reverse: ""121"".  Sheet tattered on two sides and a strip torn off on another, leaving ca. 39 x 48cm.",Birds very well finished by Richter.,"""121"" on other side.",39 x 48 cm,"5 birds and another pose in pencil; these were reduced to 4 in the published plate--the one omitted plus one of those used being copied for a different seasonal plumage in Birds of Great Britain III: 7.  Title in pencil by Sotheran, bookseller.",Sheet tattered on two sides and a strip torn off on another,,,
1419a,Callocephalon galeatum,ksrl_sc_gould_1419a,ksrl_sc_gould_1419.tif,Callocephalon,galeatum,,1847,pencil on paper,Callocephalon galeatum,,G,JG,G;R,JG;R,AU_1,AU,1,5,14,,,,,,"Rough outline drawing by Gould; positions and one head changed in published plate, but overall design maintained.  Reverse: uncolored litho print of Dacelo gigantea.  See general notes at Gould 1287.",,See General Notes at Gould 1287 and 1410a. See also image on other side.,,"Rough outline drawing by Gould; positions and one head changed in published plate, but overall design maintained.",,,,
113,Calliphlox amethystina,ksrl_sc_gould_0113,ksrl_sc_gould_0113.tif,Calliphlox,amethystina,,1856,pencil on paper,Calliphlox amethystina,,R,R,G;R,JG;R,HB_1,HB,1,3,159,,,,,,"Layout drawing, birds well finished; corrections and notes, incl.: ""3 specimens,"" ""Plant from drawing / not in Book.""  Sheet cut down to 37 x 39cm.",,,37 x 39cm,"Layout drawing, birds well finished; corrections and notes, incl.: ""3 specimens,"" ""Plant from drawing / not in Book.""",Sheet cut down,,,
0315a,Callipepla gambelli,ksrl_sc_gould_0315a,ksrl_sc_gould_0315.tif,Callipepla,gambelli,,1850,pencil and watercolor paint on paper,Callipepla gambelli,,,,G;R,JG;R,OD_1,OD,1,1,17,,,,,,"Heavy erasure around outlines--perhaps Richter removing lines from Gould's original sketch; marginal pencil sketch of another bird, not related; published plate much different. Reverse: uncolored print of Dacelo cervina.  Sheet trimmed to ca. 36 x 50cm.",Heavy erasure around outlines--perhaps Richter removing lines from Gould's original sketch,See also image on other side.,36 x 50cm,"Marginal pencil sketch of another bird, not related; published plate much different.",Sheet trimmed,,,
1931,Calliope tschebaiewi,ksrl_sc_gould_1931,ksrl_sc_gould_1931.tif,Calliope,tschebaiewi,,1879-07,pencil on paper,Calliope tschebaiewi,tissue,H,H,G;H,JG;H,AS_1,AS,1,4,40,,,,,,Tracing on tissue; graphited on reverse.,,Graphited on other side.,,Tracing on tissue.,,,,
1930,Calliope pectoralis,ksrl_sc_gould_1930,ksrl_sc_gould_1930.tif,Calliope,pectoralis,,1879-07,pencil on paper,Calliope pectoralis,tissue,H,H,G;H,JG;H,AS_1,AS,1,4,39,,,,,,Tracing on tissue; graphited on reverse.  There are three position trials for one of the young birds.,,Graphited on other side.,,Tracing on tissue. There are three trial positions for one of the young birds.,,,,
1929,Calliope camtschatkensis,ksrl_sc_gould_1929,ksrl_sc_gould_1929.tif,Calliope,camtschatkensis,,1879-07,pencil on paper,Calliope camtschatkensis,tissue,H,H,G;H,JG;H,AS_1,AS,1,4,38,,,,,,Tracing on tissue; graphited on reverse.,,Graphited on other side.,,Tracing on tissue.,,,,
1091,Calliope camtschatkensis,ksrl_sc_gould_1091,ksrl_sc_gould_1091.tif,Calliope,camtschatkensis,,1879-07,pencil and watercolor paint on paper,Calliope camtschatkensis,,H,H,G;H,JG;H,AS_1,AS,1,4,38,,,,,,"Rather complete layout drawing, birds finely finished and colored; at foot of sheet: ""21/-"" (Sotheran price).  FS.",,,,"Rather complete layout drawing, birds finely finished and colored; at foot of sheet: ""21/-"" (Sotheran price).",Full sheet,,,
555,Calamophilos biarmicus,ksrl_sc_gould_0555,ksrl_sc_gould_0555.tif,Calamophilos,biarmicus,,1862,pencil on paper,Calamophilos biarmicus,,R,R,G;R,JG;R,GB_1,GB,1,2,30,,,,,,"Layout drawing, birds well finished, plants and background almost so; large letter K.  Title in pencil by Sotheran, bookseller.  Reverse: pose sketch for the male bird.  FS.",,Pose sketch for the male bird on other side.,,"Layout drawing, birds well finished, plants and background almost so; large letter K.  Title in pencil by Sotheran, bookseller.",Full sheet,,,
1827,Calamoherpe palustris,ksrl_sc_gould_1827,ksrl_sc_gould_1827.tif,Calamoherpe,palustris,,1872,pencil on paper,Calamoherpe palustris,tissue,R,R,G;R,JG;R,GB_1,GB,1,2,74,,,,,,Drawing on tissue.  Major changes to the plant perch and the upper bird in the published plate.  Reversed on the stone.,,,,Drawing on tissue.  Major changes to the plant perch and the upper bird in the published plate.  Reversed on the stone.,,,,
351,Calamoherpe arundinacea & [botanical],ksrl_sc_gould_0351,ksrl_sc_gould_0351.tif,Calamoherpe,arundinacea,,1862,"pencil, watercolor paint, and crayon on paper",Calamoherpe arundinacea & botanical,,,,G;R,JG;R,GB_1,GB,1,2,73,,,,,,"Highly finished painting of Phragmitis communis (reed), with 2 birds faintly sketched in.  FS.",,,,"Highly finished painting of Phragmitis communis (reed), with 2 birds faintly sketched in.", Full sheet,,,
1634,Calamoherpe arundinacea,ksrl_sc_gould_1634,ksrl_sc_gould_1634.tif,Calamoherpe,arundinacea,,1862,pencil on paper,Calamoherpe arundinacea,tissue,H,H,G;H,JG;H,GB_1,GB,1,2,73,,,,,,"Drawing on tissue; correcting notes; small, more careful sketch of nest in right margin.  Reversed on the stone.",,,,"Drawing on tissue; correcting notes; small, more careful sketch of nest in right margin.  Reversed on the stone.",,,,
